Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA, Application Number(1), Application Number(2), Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes
Gavreto,pralsetinib,Blueprint Medicines Corporation,NDA,213721,,,Capsule,Oral,,,,,3/23/2020,9/4/2020,2020,,Gavreto is indicated for the treatment of adult patients with metastatic RET fusion-positive non-small cell lung cancer (NSCLC) as detected by an FDA approved test,Priority,Yes,Yes,Yes,No,No,No,No,
Inmazeb,"atoltivimab, maftivimab, and odesivimab-ebgn","Regeneron Pharmaceuticals, Inc.",BLA,761169,,,Injectable,Injection,,,,,2/25/2020,10/14/2020,2020,,"Inmazeb is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",Priority,Yes,No,Yes,No,N/A,MTMC,No,
Veklury,remdesivir,"Gilead Sciences, Inc.",NDA,214787,,,Injectable,Injection,,,,,8/7/2020,10/22/2020,2020,,Veklury is indicated for the treatment of coronavirus disease 2019 (COVID-19) requiring hospitalization in adults and pediatric patients (12 years of age and older and weighing at least 40 kg),Priority,No,No,No,Yes,No,MTMC,No,
Zokinvy,lonafarnib,"Eiger BioPharmaceuticals, Inc.",NDA,213969,,,Capsule,Oral,,,,,3/20/2020,11/20/2020,2020,,Zokinvy is indicated for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations in patients 12 months of age and older. Is indicated to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS),Priority,Yes,No,Yes,No,No,RPD,No,
Oxlumo,lumasiran,"Alnylam Pharmaceuticals, Inc.",NDA,214103,,,Injectable,Injection,,,,,4/3/2020,11/23/2020,2020,,Oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (PH1) to lower urinary oxalate levels in pediatric and adult patients,Priority,Yes,No,Yes,No,No,RPD,No,
Imcivree,setmelanotide,"Rhythm Pharmaceuticals, Inc.",NDA,213793,,,Injectable,Injection,,,,,3/27/2020,11/25/2020,2020,,"Imcivree is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to proopiomelanocortin (POMC) or proprotein convertase subtilisin/kexin type 1 (PCSK1) deficiency confirmed by genetic testing demonstrating variants in POMC or PCSK1 genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS). Is indicated for chronic weight management in adult and pediatric patients 6 years of age and older with obesity due to leptin receptor (LEPR) deficiency confirmed by genetic testing demonstrating variants in LEPR genes that are interpreted as pathogenic, likely pathogenic, or of uncertain significance (VUS)",Priority,Yes,No,Yes,No,No,RPD,No,
Danyelza,naxitamab-gqgk,"Y-mAbs Therapeutics, Inc.",BLA,761171,,,Injectable,Injection,,,,,3/31/2020,11/25/2020,2020,,"Danyelza is indicated in combination with granulocyte-macrophage colony-stimulating factor (GM-CSF), for the treatment of pediatric patients 1 year of age and older and adult patients with relapsed or refractory high-risk neuroblastoma in the bone or bone marrow who have demonstrated a partial response, minor response, or stable disease to prior therapy",Priority,Yes,Yes,Yes,No,N/A,RPD,No,
[drug marketed without a proprietary name],gallium Ga 68 PSMA-11,University of California Los Angeles,NDA,212642,,,Injectable,Injection,,,,,9/6/2019,12/1/2020,2020,,gallium Ga 68 PSMA-11 Is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level. Positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer with suspected metastasis who are candidates for initial definitive therapy,Standard,No,No,No,No,No,No,No,
Orladeyo,berotralstat,"BioCryst Pharmaceuticals, Inc.",NDA,214094,,,Capsule,Oral,,,,,12/3/2019,12/3/2020,2020,,Orladeyo is indicated as prophylaxis to prevent attacks of hereditary angioedema (HAE) in adults and pediatric patients 12 years and older,Standard,Yes,No,No,Yes,No,No,No,
Klisyri,tirbanibulin,"Athenex, Inc.",NDA,213189,,,Ointment,Topical,,,,,12/30/2019,12/14/2020,2020,,Klisyri is indicated for the topical treatment of actinic keratosis of the face or scalp,Standard,No,No,No,No,No,No,No,
Margenza,margetuximab-cmkb,"MacroGenics, Inc.",BLA,761150,,,Injectable,Injection,,,,,12/18/2019,12/16/2020,2020,,"Margenza is indicated in combination with chemotherapy, for the treatment of adult patients with metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 regimens, at least one of which was for metastatic disease",Standard,No,No,No,Yes,N/A,No,No,
Orgovyx,relugolix,Myovant Sciences GmbH,NDA,214621,,,Tablet,Oral,,,,,4/20/2020,12/18/2020,2020,,Orgovyx is indicated for the treatment of adult patients with advanced prostate cancer,Priority,No,No,No,No,No,No,No,
Ebanga,ansuvimab-zykl,"Ridgeback Biotherapeutics, LP",BLA,761172,,,Injectable,Injection,,,,,5/29/2020,12/21/2020,2020,,"Ebanga is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",Priority,Yes,No,Yes,No,N/A,MTMC,No,
Gemtesa,vibegron,Urovant Sciences GmbH,NDA,213006,,,Tablet,Oral,,,,,12/26/2019,12/23/2020,2020,,"Gemtesa is indicated for the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency in adults",Standard,No,No,No,No,No,No,No,
Verquvo,vericiguat,Merck Sharp and Dohme Corp.,NDA,214377,,,Tablet,Oral,,,,,5/20/2020,1/19/2021,2021,,"VERQUVO is indicated to reduce the risk of cardiovascular death and heart failure (HF) hospitalization following a hospitalization for heart failure or need for outpatient IV diuretics, in adults with symptomatic chronic HF and ejection fraction less than 45%.",Priority,No,No,No,Yes,No,No,No,
Cabenuva,cabotegravir; rilpivirine (co-packaged),ViiV Healthcare Company,NDA,212888,,,Injectable,Injection,,,,,4/29/2019,1/21/2021,2021,,CABENUVA is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and with no known or suspected resistance to either cabotegravir or rilpivirine.,Priority,No,No,No,Yes,No,No,No,
Lupkynis,voclosporin,"Aurinia Pharmaceuticals, Inc.",NDA,213716,,,Capsule,Oral,,,,,5/22/2020,1/22/2021,2021,,"LUPKYNIS is indicated in combination with a background immunosuppressive therapy regimen for the treatment of adult patients with active lupus nephritis (LN).
Limitations of Use: Safety and efficacy of LUPKYNIS have not been established in combination with cyclophosphamide. Use of LUPKYNIS is not recommended in this situation.",Priority,No,No,No,Yes,No,No,No,
Tepmetko,tepotinib,"EMD Serono, Inc.",NDA,214096,,,Tablet,Oral,,,,,6/29/2020,2/3/2021,2021,,"TEPMETKO is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).",Priority,Yes,Yes,No,No,No,No,No,
Ukoniq,umbralisib,"TG Therapeutics, Inc.",NDA,213176,,,Tablet,Oral,,,,,6/15/2020,2/5/2021,2021,,"[A] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).
[B] UKONIQ is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority (indication [A] only),Yes,Yes,Yes (indication [A] only),No,No,No,No,
Evkeeza,evinacumab-dgnb,"Regeneron Pharmaceuticals, Inc.",BLA,761181,,,Injectable,Injection,,,,,6/11/2020,2/11/2021,2021,,"EVKEEZA is indicated as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH).
Limitations of Use:
- The safety and effectiveness of EVKEEZA have not been established in patients with other causes of hypercholesterolemia, including those with heterozygous familial hypercholesterolemia (HeFH).
- The effects of EVKEEZA on cardiovascular morbidity and mortality have not been determined.",Priority,Yes,No,Yes,No,N/A,No,No,
Cosela,trilaciclib,"G1 Therapeutics, Inc.",NDA,214200,,,Injectable,Injection,,,,,6/15/2020,2/12/2021,2021,,COSELA is indicated to decrease the incidence of chemotherapy-induced myelosuppression in adult patients when administered prior to a platinum/etoposide-containing regimen or topotecan-containing regimen for extensive-stage small cell lung cancer (ES-SCLC).,Priority,No,No,Yes,No,No,No,No,
Amondys 45,casimersen,"Sarepta Therapeutics, Inc.",NDA,213026,,,Injectable,Injection,,,,,6/25/2020,2/25/2021,2021,,AMONDYS 45 is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 45 skipping. This indication is approved under accelerated approval based on an increase in dystrophin production in skeletal muscle observed in patients treated with AMONDYS 45. Continued approval for this indication may be contingent upon verification of a clinical benefit in confirmatory trials.,Priority,Yes,Yes,No,Yes,No,RPD,No,
Nulibry,fosdenopterin,"Origin Biosciences, Inc.",NDA,214018,,,Injectable,Injection,,,,,6/29/2020,2/26/2021,2021,,NULIBRY is indicated to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A.,Priority,Yes,No,Yes,No,No,RPD,No,
Pepaxto,melphalan flufenamide,Oncopeptides AB,NDA,214383,,,Injectable,Injection,,,,,6/30/2020,2/26/2021,2021,,"PEPAXTO is indicated in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and one CD38-directed monoclonal antibody.
This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).
Limitations of Use:
PEPAXTO is not indicated and is not recommended for use as a conditioning regimen for transplant outside of controlled clinical trials.",Priority,Yes,Yes,No,No,No,No,No,
Azstarys,serdexmethylphenidate and dexmethylphenidate,Commave Therapeutics SA,NDA,212994,,,Capsule,Oral,,,,,3/2/2020,3/2/2021,2021,,Azstarys is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older.,Standard,No,No,No,No,No,No,No,
Fotivda,tivozanib,"Aveo Pharmaceuticals, Inc.",NDA,212904,,,Capsule,Oral,,,,,3/31/2020,3/10/2021,2021,,FOTIVDA is indicated for the treatment of adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) following two or more prior systemic therapies.,Standard,No,No,No,No,No,No,No,
Ponvory,ponesimod,"Janssen Pharmaceuticals, Inc.",NDA,213498,,,Tablet,Oral,,,,,3/18/2020,3/18/2021,2021,,"PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.",Standard,No,No,No,No,No,No,No,
Zegalogue,dasiglucagon,Zealand Pharma A/S,NDA,214231,,,Injectable,Injection,,,,,3/27/2020,3/22/2021,2021,,ZEGALOGUE is indicated for the treatment of severe hypoglycemia in pediatric and adult patients with diabetes aged 6 years and above.,Standard,No,No,No,No,No,No,No,
Qelbree,viloxazine,"Supernus Pharmaceuticals, Inc.",NDA,211964,,,Capsule,Oral,,,,,11/8/2019,4/2/2021,2021,,Qelbree is indicated for the treatment of Attention-Deficit Hyperactivity Disorder (ADHD) in pediatric patients 6 to 17 years of age.,Standard,No,No,No,No,No,No,No,
Nextstellis,drospirenone and estetrol,"Mayne Pharma, LLC",NDA,214154,,,Tablet,Oral,,,,,4/15/2020,4/15/2021,2021,,"NEXTSTELLIS is indicated for use by females of reproductive potential to prevent pregnancy.
Limitations of Use:
NEXTSTELLIS may be less effective in females with a BMI >= 30 kg/m2. In females with BMI >= 30 kg/m2, decreasing effectiveness may be associated with increasing BMI.",Standard,No,No,No,No,No,No,No,
Jemperli,dostarlimab-gxly,"GlaxoSmithKline, LLC",BLA,761174,,,Injectable,Injection,,,,,12/19/2019,4/22/2021,2021,,"JEMPERLI is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer (EC), as determined by an FDA-approved test, that has progressed on or following prior treatment with a platinum-containing regimen.
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,No,Yes,Yes,No,N/A,No,No,
Zynlonta,loncastuximab tesirine-lpyl,ADC Therapeutics S.A.,BLA,761196,,,Injectable,Injection,,,,,9/21/2020,4/23/2021,2021,,"ZYNLONTA is indicated for the treatment of adult patients with relapsed or refractory large B cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from low grade lymphoma, and high-grade B-cell lymphoma.
This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,No,No,N/A,No,No,
Empaveli,pegcetacoplan,"Apellis Pharmaceuticals, Inc.",NDA,215014,,,Injectable,Injection,,,,,9/14/2020,5/14/2021,2021,,EMPAVELI is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,Priority,Yes,No,No,Yes,No,No,No,
Rybrevant,amivantamab-vmjw,"Janssen Biotech, Inc.",BLA,761210,,,Injectable,Injection,,,,,11/24/2020,5/21/2021,2021,,"RYBREVANT is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.",Priority,No,Yes,Yes,No,N/A,No,No,
